N,P,K,temperature,humidity,ph,rainfall,label
82.00,29.00,35.00,26.67,52.24,6.25,156.15,coffee
103.00,33.00,25.00,27.10,55.75,6.91,139.50,coffee
112.00,17.00,28.00,27.63,61.26,6.78,196.65,coffee
99.00,19.00,33.00,27.54,55.52,6.27,130.64,coffee
120.00,20.00,34.00,23.57,50.56,6.91,130.38,coffee
114.00,27.00,28.00,24.99,57.93,7.16,192.87,coffee
100.00,40.00,35.00,27.56,54.41,6.96,177.82,coffee
108.00,35.00,25.00,23.98,61.11,6.97,161.53,coffee
115.00,31.00,30.00,24.23,67.38,6.84,122.41,coffee
87.00,28.00,30.00,25.60,68.66,6.54,168.84,coffee
82.00,24.00,26.00,24.31,53.57,6.09,184.41,coffee
94.00,26.00,27.00,26.37,52.26,7.46,177.32,coffee
87.00,28.00,35.00,26.56,57.16,6.76,152.06,coffee
118.00,40.00,35.00,26.35,58.51,7.46,121.56,coffee
87.00,38.00,29.00,25.20,57.88,6.65,156.15,coffee
92.00,40.00,30.00,23.36,55.19,6.03,171.70,coffee
97.00,22.00,26.00,23.61,59.69,6.07,185.16,coffee
99.00,40.00,32.00,24.18,69.95,7.05,163.27,coffee
89.00,28.00,33.00,26.44,53.84,6.99,175.37,coffee
112.00,39.00,29.00,26.12,63.37,6.73,147.80,coffee
111.00,28.00,26.00,27.77,64.48,6.94,192.71,coffee
114.00,20.00,26.00,25.56,62.67,7.28,193.59,coffee
117.00,26.00,30.00,27.92,67.97,7.08,115.23,coffee
111.00,29.00,31.00,26.06,52.31,6.14,161.34,coffee
119.00,30.00,28.00,26.36,64.58,6.51,163.63,coffee
116.00,40.00,33.00,24.91,54.15,7.04,129.55,coffee
95.00,37.00,35.00,27.31,68.42,6.35,192.43,coffee
86.00,40.00,33.00,26.14,52.26,7.43,136.30,coffee
117.00,37.00,32.00,23.11,67.06,6.79,162.58,coffee
105.00,18.00,35.00,23.53,68.44,6.74,171.88,coffee
109.00,23.00,25.00,25.12,68.48,7.01,194.88,coffee
80.00,18.00,31.00,24.03,58.85,7.30,134.68,coffee
101.00,31.00,26.00,26.71,69.71,6.86,158.86,coffee
103.00,33.00,33.00,26.72,50.50,7.13,126.81,coffee
93.00,26.00,27.00,24.59,56.47,7.29,137.70,coffee
104.00,35.00,28.00,27.51,50.67,6.98,144.00,coffee
116.00,36.00,25.00,27.58,58.53,6.17,156.68,coffee
107.00,38.00,29.00,26.65,57.57,6.35,145.11,coffee
101.00,33.00,33.00,26.97,62.02,6.91,142.86,coffee
107.00,31.00,31.00,23.17,52.98,6.77,153.12,coffee
99.00,16.00,30.00,23.53,65.44,6.39,186.17,coffee
103.00,40.00,30.00,27.31,55.20,6.35,141.48,coffee
118.00,31.00,34.00,27.55,62.88,6.12,181.42,coffee
106.00,21.00,35.00,25.63,57.04,7.43,188.55,coffee
116.00,38.00,34.00,23.29,50.05,6.02,183.47,coffee
97.00,35.00,26.00,24.91,53.74,6.33,166.25,coffee
107.00,34.00,32.00,26.77,66.41,6.78,177.77,coffee
99.00,15.00,27.00,27.42,56.64,6.09,127.92,coffee
118.00,33.00,30.00,24.13,67.23,6.36,173.32,coffee
117.00,32.00,34.00,26.27,52.13,6.76,127.18,coffee
104.00,18.00,30.00,23.60,60.40,6.78,140.94,coffee
